"CNPJ";"CD_CVM";"DENOM_SOCIAL"
"20.258.278/0001-70";23507;"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A."
"75.609.123/0001-23";23280;"OURO VERDE LOCAÇÃO E SERVIÇO S.A."
"14.109.664/0001-06";9296;"OXITENO NORDESTE SA INDÚSTRIA E COMÉRCIO"
"62.545.686/0001-53";13072;"OXITENO S.A. - INDÚSTRIA E COMÉRCIO"
"96.298.013/0001-68";25143;"PACAEMBU CONSTRUTORA S.A."
"21.728.500/0001-14";24163;"PACIFIC RDSL PARTICIPAÇÕES S.A."
"02.365.069/0001-44";18414;"PADTEC HOLDING S.A."
"15.132.731/0001-68";13749;"PAES MENDONCA SA"
"23.537.475/0001-17";9318;"PALMASA AZULEJOS VARZEA PALMA"
"02.682.287/0001-02";18554;"PAN ARRENDAMENTO MERCANTIL S.A."
"92.749.647/0001-39";9326;"PANAMBRA SUL RG SA REV VEICS"
"92.693.019/0001-89";94;"PANATLANTICA SA"
"61.077.830/0001-01";9334;"PANEX SA INDUSTRIA E COMERCIO"
"61.077.830/0001-01";15490;"PANEX SA INDUSTRIA E COMERCIO"
"02.305.131/0001-02";17523;"PANTANAL PLAZA SHOPPING SA"
"61.596.284/0001-15";9350;"PAO AMERICANO IND E COM SA"
"61.140.737/0001-02";9377;"PARAMOUNT LANSUL SA"
"61.565.222/0001-46";19798;"PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A"
"14.388.334/0001-99";20729;"PARANA BANCO S.A."
"76.527.951/0001-85";9385;"PARANA EQUIPAMENTOS SA"
"01.086.706/0001-80";15547;"PARANA SHOPPING ADM DE BENS SA"
"60.398.369/0004-79";9393;"PARANAPANEMA SA"
"60.398.369/0004-79";9393;"PARANAPANEMA SA"
"00.185.475/0001-08";14680;"PARCOM PARTICIPACOES SA EM LIQUIDACAO"
"67.645.952/0001-33";14486;"PARINCORP SA"
"89.940.878/0001-10";12580;"PARMALAT BRASIL S.A  IND DE  ALIMENTOS."
"00.159.138/0001-38";14729;"PARNASSA SA"
"02.783.424/0001-03";18058;"PARQUES TEMÁTICO HOPI HARI S.A"
"02.022.558/0001-01";18201;"PARTICIP. E EMPREEND. REPUBLICA SA"
"00.635.156/0001-49";14958;"PARTICIPAÇÕES ABC SA"
"14.308.514/0001-13";1597;"PARTICIPAÇÕES INDUST. DO NORDESTE S.A."
"11.995.753/0001-09";22209;"PASCRO PARTICIPAÇÕES S/A"
"01.258.947/0001-60";15911;"PATÍ DO ALFERES PARTICIPAÇÕES S.A."
"12.668.780/0001-21";22748;"PATMOS PARTICIPAÇÕES S/A"
"02.533.576/0001-40";17744;"PÁTRIA INVESTIMENTOS IMOBILIÁRIOS S.A."
"23.236.821/0001-27";25305;"PATRIMAR ENGENHARIA S.A."
"83.475.913/0001-91";13773;"PBG S/A"
"09.538.973/0001-53";21644;"PDG COMPANHIA SECURITIZADORA"
"02.950.811/0001-89";20478;"PDG REALTY S.A. EMPREENDIMENTOS E PARTICIPACOES"
"02.762.122/0001-40";17906;"PEARSON SISTEMAS DO BRASIL S.A."
"10.782.175/0001-51";12092;"PEIXE SA"
"86.547.619/0001-36";9466;"PERDIGAO AGROINDUSTRIAL SA"
"82.829.730/0001-64";9440;"PERDIGAO AGROINDUSTRIAL SA"
"89.421.903/0001-50";9431;"PERDIGAO AGROINDUSTRIAL SA"
"84.583.616/0001-22";9458;"PERDIGAO COUROS SA"
"13.878.847/0001-15";24074;"PERDIZES - SECURITIZADORA DE RECEBÍVEIS COMERCIAIS S.A."
"12.592.795/0001-53";22527;"PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A"
"04.911.095/0001-56";9474;"PERFUMARIAS PHEBO SA"
"02.534.914/0001-68";17515;"PERNAMBUCO PARTIC  INVEST. SA"
"61.403.960/0001-97";9482;"PERSIANAS COLUMBIA SA"
"61.091.013/0001-08";9490;"PERSICO PIZZAMIGLIO SA"
"61.999.314/0001-34";9504;"PESCANOVA SA COM IND"
"18.328.118/0001-09";25089;"PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A."
"18.328.118/0001-09";25089;"PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A."
"10.629.105/0001-68";22187;"PETRO RIO S.A."
"33.795.055/0001-94";13595;"PETROBRAS QUÍMICA S.A.- PETROQUISA"
"29.667.227/0001-77";13994;"PETROFLEX INDÚSTRIA E COMÉRCIO S.A."
"33.000.167/0001-01";9512;"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS"
"33.000.167/0001-01";9512;"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS"
"07.275.159/0001-68";9520;"PETROLEO LUB DO NORDESTE SA"
"74.043.993/0001-15";18090;"PETROPAR EMBALAGENS SA"
"61.632.964/0001-47";14494;"PETROQUIMICA UNIAO SA"
"03.342.704/0001-30";25780;"PETRORECÔNCAVO S.A."
"88.613.658/0001-10";9539;"PETTENATI SA IND TEXTIL"
"50.280.429/0001-58";9555;"PEVE PREDIOS SA"
"04.364.656/0001-44";19038;"PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A."
"43.834.795/0001-46";9563;"PHILIP MORRIS BRASILEIRA SA"
"00.108.813/0001-08";14630;"PILCOMAYO PARTICIPACOES SA"
"33.078.585/0001-11";9571;"PINA INTERC COML INDL PESCA SA"
"61.182.606/0001-80";9580;"PINCEIS TIGRE SA"
"05.918.309/0001-89";19518;"PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS"
"02.387.233/0001-14";17477;"PIRAJU PARTICIPACOES SA"
"61.105.730/0001-41";9598;"PIRAMIDES BRASILIA SA IC"
"61.150.751/0001-89";9601;"PIRELLI CABOS SA"
"59.179.838/0001-37";13358;"PIRELLI PNEUS SA"
"78.229.309/0001-45";13730;"PISA-PAPEL DE IMPRENSA SA"
"33.679.797/0001-54";24791;"PJBANK SECURITIZADORA S.A."
"07.587.384/0001-30";20222;"PLANETA SECURITIZADORA S.A."
"24.230.275/0001-80";25070;"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A."
"51.928.174/0001-50";13471;"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A"
"02.736.471/0001-98";18244;"PLATYPUS SA"
"12.610.072/0001-30";22900;"PLAY BEVERAGE SOUTH AMERICA SA"
"40.446.476/0001-75";26042;"PLAYBANCO SECURITIZADORA S.A"
"00.643.535/0001-80";14907;"PLAYCENTER SA"
"02.395.548/0001-03";17469;"POCONÉ PARTICIPAÇÕES SA"
"13.545.769/0001-37";9636;"POLIALDEN PETROQUIMICA SA"
"15.145.691/0001-99";9644;"POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO"
"34.230.979/0001-06";6777;"POLIMIX CONCRETO S/A"
"62.336.946/0001-80";9660;"POLIOLEFINAS SA"
"01.391.425/0001-31";15997;"POLIPROPILENO PARTICIPACOES S.A."
"13.604.087/0001-58";9679;"POLIPROPILENO SA"
"13.603.683/0001-13";9687;"POLITENO IND E COMERCIO SA"
"16.490.039/0001-74";14141;"POLITENO LINEAR IND E COM SA"
"12.261.588/0001-16";22160;"POLO CAPITAL SECURITIZADORA S/A"
"71.722.607/0001-23";14192;"POLONIA PARTICIPACOES SA"
"59.789.545/0001-71";13447;"POLPAR S.A."
"90.025.214/0001-05";12041;"POLYMAX INFORMATICA SA"
"09.126.970/0001-02";9695;"POLYNOR SA IC FIBS SINTS DA PB"
"86.550.951/0001-50";19658;"POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL"
"68.271.295/0001-74";14087;"PONTUAL LEASING SA ARREND MERC"
"85.459.691/0001-49";9709;"PORCELANA SCHMIDT SA"
"01.376.634/0001-06";15750;"PORTHAL DO LAGO SA"
"85.041.333/0001-11";15407;"PORTO PONTA DO FELIX S/A"
"02.149.205/0001-69";16659;"PORTO SEGURO SA"
"18.494.485/0001-82";23523;"PORTO SUDESTE V.M. S.A."
"04.912.242/0001-02";9717;"PORTUENSE FERRAGENS S/A"
"10.846.981/0001-46";21776;"PORTX OPERAÇÕES PORTUÁRIAS S.A."
"81.243.735/0001-48";20362;"POSITIVO TECNOLOGIA S.A."
"60.333.085/0001-51";13978;"POTENZA LEASING ARREND MERC SA"
"11.306.912/0001-02";22152;"POTHENCIA S/A - REFLORESTADORA"
"62.255.682/0001-30";21083;"PPE FIOS ESMALTADOS SA"
"08.574.411/0001-00";24546;"PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A."
"10.747.021/0001-29";23728;"PRÁTICA PARTICIPAÇÕES S.A."
"32.110.314/0001-33";14010;"PREDILETO ALIMENTOS SA"
"61.142.469/0001-50";9725;"PREMESA SA IND E COMERCIO"
"02.396.693/0001-09";18163;"PRH9 PRODUÇÕES SA"
"18.593.815/0001-97";24236;"PRINER SERVIÇOS INDUSTRIAIS S.A."
"18.593.815/0001-97";24236;"PRINER SERVIÇOS INDUSTRIAIS S.A."
"10.464.223/0001-63";25941;"PRIVALIA BRASIL S.A."
"03.587.889/0001-43";18635;"PRIVATINVEST PARTICIPAÇÕES SA"
"56.994.924/0001-05";1686;"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL"
"02.291.077/0001-93";19232;"PRODUTORES ENERGETICOS DE MANSO SA - PROMAN"
"61.141.982/0001-26";9750;"PRODUTOS QUIMICOS ELEKEIROZ SA"
"45.453.214/0001-51";20346;"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS"
"02.382.073/0001-10";23469;"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO"
"61.391.603/0001-56";9768;"PROMETAL PRODS METALURGICOS SA"
"01.394.549/0001-70";15970;"PROMOAUTO PARTICIPAÇÕES SA"
"61.095.923/0001-69";9776;"PROMON ENGENHARIA SA"
"55.737.514/0001-16";13293;"PROMON TECNOLOGIA SA"
"02.992.449/0001-09";18333;"PROMPT PARTICIPAÇÕES S.A."
"13.552.070/0001-02";9784;"PRONOR PETROQUIMICA SA"
"62.794.516/0001-02";9792;"PROPASA PRODS DE PAPEL SA"
"33.496.563/0001-71";9814;"PROSPEC SA PROSPECCAO AEROLEV"
"12.498.904/0001-78";22314;"PROVIDAX PARTICIPAÇÕES S/A"
"08.741.499/0001-08";21482;"PRUMO LOGÍSTICA S.A."
"84.496.066/0001-04";21679;"PST ELETRÔNICA SA"
"26.072.786/0001-46";26816;"QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES"
"13.608.583/0001-80";9857;"QGN PARTICIPAÇÕES SA"
"11.992.680/0001-93";22497;"QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A."
"35.791.391/0001-94";23302;"QUALITY SOFTWARE S.A."
"04.705.090/0001-77";19267;"QUATTOR PETROQUÍMICA S.A."
"07.205.768/0001-40";9830;"QUEIROZ COMERCIO E PARTS SA"
"61.074.118/0001-59";9849;"QUIMBRASIL QUIM INDL BRAS SA"
"33.036.328/0001-17";9873;"QUIMIO PRODS QUIMICOS CI SA"
"96.736.806/0001-11";9881;"QUIMISINOS SA"
"06.260.897/0001-79";9903;"RACHID ABDALLA SA IND E COM"
"33.643.305/0001-70";13056;"RACIMEC INFORMATICA BRAS SA"
"58.371.261/0001-06";13803;"RACINVEST INVS IMOBILIARIOS SA"
"43.202.951/0001-56";9911;"RACIONAL ENGENHARIA SA"
"61.585.865/0001-51";5258;"RAIA DROGASIL S.A."
"61.585.865/0001-51";5258;"RAIA DROGASIL S.A."
"60.605.664/0001-06";22306;"RAIA SA"
"01.529.589/0001-82";15946;"RAIL SUL SA"
"08.070.508/0001-78";23230;"RAÍZEN ENERGIA S.A."
"33.453.598/0001-23";25917;"RAÍZEN S.A."
"10.964.948/0001-10";9970;"RAN REF ACUCAR NORTE SA"
"10.523.280/0001-76";9938;"RANDON NORDESTE SA VEICS IMPLS"
"89.086.144/0001-16";14109;"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES"
"89.086.144/0001-16";14109;"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES"
"88.610.829/0001-57";9946;"RANDON SA VEICULOS IMPLEMENTOS"
"94.789.468/0001-50";18279;"RASIP AGRO PASTORIL SA"
"03.559.006/0001-91";19860;"RB CAPITAL SECURITIZADORA S.A."
"02.221.531/0001-30";19151;"RDN CONCESSÕES E PARTICIPAÇÕES S.A."
"02.643.896/0001-52";18430;"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A."
"02.670.203/0001-10";18023;"REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO)"
"02.670.204/0001-65";18007;"REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO)"
"28.154.847/0001-40";9962;"REALCAFE SOLUVEL DO BRASIL S/A"
"02.670.205/0001-00";18015;"REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO"
"01.430.815/0001-73";16519;"REASON S.A. COML. IMPORT. E EXPORTADORA"
"06.349.242/0001-71";19810;"REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A."
"04.370.450/0001-27";19356;"REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A."
"91.333.666/0001-17";12572;"RECRUSUL SA"
"06.047.087/0001-39";24821;"REDE D'OR SÃO LUIZ S.A."
"61.584.140/0001-49";3190;"REDE ENERGIA PARTICIPAÇÕES S.A."
"01.425.787/0001-04";20893;"REDECARD S/A"
"01.425.787/0001-04";20893;"REDECARD S/A"
"12.126.500/0001-53";22128;"REDENTOR ENERGIA S/A"
"67.915.785/0001-01";19496;"REDFACTOR FACTORING E FOMENTO COML S/A"
"94.845.674/0001-30";9997;"REFINARIA PET IPIRANGA SA"
"33.412.081/0001-96";9989;"REFINARIA PET MANGUINHOS SA"
"13.349.677/0001-81";22802;"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A"
"47.349.535/0001-36";10022;"REMA SA"
"92.690.700/0001-73";10030;"RENNER HERRMANN SA"
"02.659.727/0001-00";17752;"RENNER PARTICIPAÇÕES SA"
"19.133.012/0001-12";23744;"RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A."
"08.534.605/0001-74";21636;"RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL"
"08.572.741/0001-59";21539;"REP REAL ESTATE PARTNERS DESENV IMOB SA"
"49.669.856/0001-43";21440;"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA"
"02.363.917/0001-86";17337;"RET PARTICIPAÇÕES S/A"
"29.506.474/0001-91";16250;"REXAM BEVERAGE CAN SOUTH AMERICA S.A."
"11.818.783/0001-31";22098;"RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA"
"02.016.440/0001-62";16527;"RGE SUL DISTRIBUIDORA DE ENERGIA S.A."
"30.702.767/0001-23";24635;"RHC SECURITIZADORA DE CRÉDITOS S.A."
"89.163.430/0001-38";4421;"RHODIA AGRO SA"
"57.507.626/0001-06";10065;"RHODIA SA"
"15.179.682/0001-19";6106;"RHODIA-STER FIPACK SA"
"15.232.127/0001-03";12009;"RIB SA"
"72.991.714/0001-10";14583;"RIBEIRAO PRETO WATER PARK SA"
"80.902.018/0001-18";10073;"RICASA ROLANDIA IC E AGRI SA"
"51.033.975/0001-57";14036;"RIMA IMPRESSORA SA"
"29.388.352/0001-48";12840;"RIMET EMPREEND. INDS. E COMERCIAIS S/A"
"38.199.406/0001-18";25720;"RIO ALTO ENERGIAS RENOVÁVEIS S.A."
"38.126.888/0001-86";26298;"Rio Energy Participações S.A."
"90.348.632/0001-33";10081;"RIO GRANDE CIA CEL DO SUL"
"02.016.439/0001-38";16535;"RIO GRANDE ENERGIA SA"
"14.969.641/0001-63";22969;"RIO MONSARÁS PARTICIPAÇÕES S/A"
"42.149.559/0001-28";10090;"RIO OTHON PALACE HOTEL SA"
"23.096.269/0001-19";25623;"RIO PARANA ENERGIA S.A."
"02.998.301/0001-81";18368;"RIO PARANAPANEMA ENERGIA SA"
"02.998.301/0001-81";18368;"RIO PARANAPANEMA ENERGIA SA"
"03.392.498/0001-73";18872;"RIOEST ESTACIONAMENTOS SA"
"28.442.718/0001-57";24368;"RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"51.468.791/0001-10";10103;"RIPASA SA CELULOSE E PAPEL"
"13.457.942/0001-45";24996;"RIVA INCORPORADORA S/A"
"92.750.793/0001-84";10111;"RIZZO SA IND ALIM"
"08.281.683/0001-04";22330;"RJ CAPITAL PARTNERS S.A."
"67.010.660/0001-24";20451;"RNI NEGÓCIOS IMOBILIÁRIOS S.A."
"59.981.829/0001-65";25801;"RODOBENS S.A."
"88.612.049/0001-46";10120;"RODOVIARIA SA IND IMPLS TRANSP"
"03.025.305/0001-46";23167;"RODOVIAS DAS COLINAS S.A."
"41.508.382/0001-46";26352;"RODOVIAS DO BRASIL HOLDING S.A."
"84.584.416/0001-94";10138;"ROMANO MASSIGNAM SA IND COM"
"29.088.092/0001-95";24686;"ROMAXIS SECURITIZADORA S.A."
"11.995.745/0001-54";22195;"ROPASC PARTICIPAÇÕES S/A"
"56.991.490/0001-90";10146;"ROSAFER SA"
"61.065.751/0001-80";16306;"ROSSI RESIDENCIAL SA"
"01.535.646/0001-36";15989;"ROSSI SECURITIES SA"
"22.131.736/0001-31";23787;"RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A."
"03.765.375/0001-30";18856;"RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A"
"04.925.301/0001-87";10170;"RUBERTEX COM E INDUSTRIA SA"
"21.976.484/0001-89";24538;"RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"71.550.388/0001-42";23450;"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A."
"33.572.408/0001-97";26484;"RUMO MALHA CENTRAL S.A."
"24.962.466/0001-36";15300;"RUMO MALHA NORTE S.A."
"39.115.514/0001-28";17850;"RUMO MALHA OESTE S.A."
"02.502.844/0001-66";17930;"RUMO MALHA PAULISTA S.A."
"01.258.944/0001-26";15709;"RUMO MALHA SUL S.A."
"02.387.241/0001-60";17450;"RUMO S.A."
"02.387.241/0001-60";17450;"RUMO S.A."
"60.582.608/0001-01";15296;"RURAL LEASING SA ARREND MERC"
"92.772.821/0001-64";11681;"S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA"
"00.982.476/0001-75";15350;"S.A.V.SA"
"02.220.855/0001-53";17809;"S.F.S.P.V. EMPRS E PARTS SA"
"02.250.726/0001-08";17817;"S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A"
"10.782.548/0001-94";10189;"SA BRASILEIRA IND OTICA SABIO"
"10.074.623/0001-62";10197;"SA CONFECCOES BRAS SABRA"
"33.132.275/0001-38";10200;"SA CORTUME CARIOCA"
"33.040.437/0001-08";10219;"SA ENGEFUSA"
"61.116.331/0001-86";10227;"SA FABRICA PRODS ALIMCS VIGOR"
"30.751.887/0001-10";12726;"SA MARVIN"
"17.179.391/0001-56";10260;"SA MINERACAO DA TRINDADE"
"15.104.599/0001-80";13196;"SA MINERACAO DE AMIANTO"
"33.000.571/0001-85";10294;"SA WHITE MARTINS"
"11.616.840/0001-08";22756;"SAAG INVESTIMENTOS S.A."
"03.818.379/0001-30";24490;"SABER SERVIÇOS EDUCACIONAIS S.A."
"83.313.205/0001-54";10308;"SADIA AVICOLA SA"
"83.568.147/0001-00";10316;"SADIA CONCORDIA SA IND E COM"
"03.906.591/0001-59";10332;"SADIA SA"
"20.730.099/0001-94";18848;"SADIA SA"
"49.039.936/0001-15";7048;"SADOKIN SA ELETRICA ELETRONICA"
"08.140.464/0001-05";20400;"SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS"
"43.338.730/0001-00";10847;"SAFRA HOLDING SA"
"62.063.177/0001-94";10340;"SAFRA LEASING SA ARRENDAMENTO  MERCANTIL"
"62.063.177/0001-94";14184;"SAFRA LEASING SA ARRENDAMENTO  MERCANTIL"
"62.063.177/0001-94";19844;"SAFRA LEASING SA ARRENDAMENTO  MERCANTIL"
"43.422.013/0001-61";10359;"SAFRA SA ADM E PARTICIPACOES"
"08.638.282/0001-69";20826;"SAHY PARTICIPAÇÕES SA"
"28.672.087/0001-62";3689;"SAINT-GOBAIN CANALIZAÇÃO S/A"
"60.853.942/0001-44";4189;"SAINT-GOBAIN VIDROS SA"
"12.296.919/0001-53";10367;"SALGEMA INDS QUIMICAS SA"
"15.494.541/0001-90";23540;"SALUS INFRAESTRUTURA PORTUÁRIA S.A."
"60.531.548/0001-90";10383;"SAMCIL SA SERV ASSIS MED AO CI"
"01.616.929/0001-02";19186;"SANEAMENTO DE GOIAS SA"
"02.724.983/0001-34";19593;"SANESALTO SANEAMENTO SA"
"33.033.960/0001-07";10391;"SANO SA INDUSTRIA E COMERCIO"
"61.070.678/0001-35";10405;"SANSUY SA IND DE PLASTICOS"
"14.807.945/0001-24";12696;"SANSUY SA INDÚSTRIA  DE PLASTICOS"
"00.897.864/0001-58";15199;"SANTA CATARINA PART INVEST SA"
"61.105.474/0001-92";10421;"SANTACONSTANCIA TECELAGEM SA"
"72.418.478/0001-47";16039;"SANTANA TEXTIL SA"
"00.589.171/0001-06";14940;"SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A."
"42.291.245/0001-65";1830;"SANTANDER LEASING S.A. ARREND MERC"
"47.193.149/0001-06";12165;"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL"
"47.193.149/0001-06";20559;"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL"
"61.101.895/0001-45";5819;"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA"
"61.101.895/0001-45";14923;"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA"
"33.009.960/0001-71";8877;"SANTISTA ALIMENTOS SA"
"15.082.688/0001-73";14516;"SANTISTA TEXTIL SA"
"09.391.823/0001-60";23388;"SANTO ANTONIO ENERGIA S.A."
"02.762.121/0001-04";17892;"SANTOS BRASIL PARTICIPAÇÕES S.A."
"02.762.121/0001-04";17892;"SANTOS BRASIL PARTICIPAÇÕES S.A."
"08.519.271/0001-60";20699;"SANTOS BRASIL TECON S.A."
"08.811.226/0001-84";12513;"SAO BRAZ SA IND COM ALIMENTOS"
"29.780.061/0001-09";13781;"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A"
"29.780.061/0001-09";13781;"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A"
"44.220.580/0001-06";10448;"SAO LUIZ PARTICIPACOES SA"
"51.466.860/0001-56";20516;"SÃO MARTINHO SA"
"62.002.886/0001-60";9415;"SÃO PAULO TURISMO S. A."
"04.106.907/0001-90";19160;"SÃO PAULO WELLNESS S/A"
"10.922.052/0001-79";10464;"SARABOR SA REGENS ARTEFS BORR"
"60.500.139/0001-26";10472;"SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL"
"33.429.226/0001-61";11029;"SATMA SUL AMERICA PARTS SA"
"00.866.577/0001-80";15261;"SAUIPE SA"
"60.591.609/0001-04";10499;"SAVENA SA VEICS NAC COM REPR"
"06.347.409/0001-65";25410;"SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A."
"19.288.959/0001-00";23400;"SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A."
"17.568.683/0001-80";23337;"SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A."
"00.285.599/0001-57";16063;"SCGR EMPRS PARTICIPACOES SA"
"84.693.183/0001-68";14664;"SCHULZ SA"
"47.379.565/0001-95";10510;"SCOPUS TECNOLOGIA SA"
"93.167.658/0001-73";13790;"SDV ADM-DE SHOPPING CENTERS SA"
"01.545.828/0001-98";16128;"SE SA COMERCIO E IMPORTACAO"
"14.042.551/0001-22";22730;"SEABRAS SERVIÇOS DE PETROLEO S/A"
"02.914.460/0001-50";18198;"SEARA ALIMENTOS SA"
"84.374.818/0001-64";10529;"SEARA INDUSTRIAL SA"
"60.874.633/0001-50";10537;"SEARLE BRASIL SA"
"20.445.827/0001-16";23752;"SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS"
"61.592.895/0001-95";10545;"SECURIT SA"
"88.615.315/0001-94";12874;"SEHBE CIA DE PARTICIPACOES"
"88.658.752/0001-95";10553;"SEHBE SA HOTEIS E TURISMO"
"87.043.832/0001-73";10561;"SEIVA S.A. - FLORESTAS E INDÚSTRIAS"
"22.902.694/0001-95";26794;"SELF IT ACADEMIAS HOLDING S.A."
"56.783.681/0001-66";10570;"SEMENTES AGROCERES SA"
"61.364.725/0001-53";7242;"SEMER SA"
"61.151.445/0001-67";10588;"SEMP TOSHIBA SA"
"06.057.223/0001-71";25372;"SENDAS DISTRIBUIDORA S.A."
"31.911.548/0001-17";19291;"SENDAS S/A"
"22.495.265/0001-40";23698;"SENECA COMPANHIA SECURITIZADORA"
"80.680.093/0001-81";26786;"SENIOR SISTEMAS S.A."
"01.599.101/0001-93";25160;"SEQUOIA LOGÍSTICA E TRANSPORTES S.A."
"04.986.320/0001-13";23221;"SER EDUCACIONAL S.A."
"33.161.340/0001-53";10596;"SERGEN SERVS GERAIS DE ENG SA"
"17.244.161/0001-23";10600;"SERMECO SERV MEC ENG CONST SA"
"01.369.947/0001-37";15903;"SERNAMBETIBA TRUST SPE SA"
"00.545.378/0001-70";14966;"SERRA AZUL WATER PARK SA"
"33.315.367/0001-53";14770;"SERTEP SA ENG. E MONTAGEM"
"61.467.379/0001-39";10626;"SERVIX ENGENHARIA SA"
"89.717.268/0001-52";13404;"SETA SA EXTRAT TANINO ACACIA"
"61.413.423/0001-28";10634;"SETAL INSTALACOES INDLS SA"
"08.638.269/0001-00";20834;"SETIBA PARTICIPAÇÕES S/A"
"00.115.890/0001-87";15733;"SHOPPING CENTER TACARUNA SA"
"01.104.894/0001-22";15482;"SHOPTIME SA"
"88.270.178/0001-01";13587;"SIBISA TRADING SA"
"15.144.306/0001-99";10669;"SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A)"
"77.623.163/0001-55";12254;"SID INFORMATICA SA"
"19.882.497/0001-47";13099;"SID MICROELETRONICA SA"
"00.367.961/0001-39";13374;"SIDERURGIA BRASILEIRA SA"
"10.807.923/0001-03";10677;"SIDERURGICA ACONORTE SA"
"89.011.795/0001-47";13269;"SIDERURGICA CEARENSE S/A"
"57.490.229/0001-79";10685;"SIDERURGICA COFERRAZ SA"
"76.486.430/0001-27";10693;"SIDERURGICA GUAIRA SA"
"42.119.370/0001-92";10707;"SIDERURGICA HIME"
"61.156.931/0001-78";12823;"SIDERURGICA J L ALIPERTI SA"
"92.780.311/0001-39";10723;"SIDERURGICA RIOGRANDENSE SA"
"60.499.605/0001-09";10740;"SIFCO SA"
"52.211.539/0001-93";12203;"SIFCOINVEST SA"
"82.612.532/0001-44";10758;"SIMESC SA"
"07.415.333/0001-20";25003;"SIMPAR S.A."
"04.065.791/0001-99";22799;"SINQIA S.A."
"04.065.791/0001-99";22799;"SINQIA S.A."
"22.668.529/0001-10";10774;"SIOM SA I INSTRS DE OTICA MEC"
"57.491.276/0001-37";10782;"SIPOREX CONCRETO CELULAR SA"
"13.539.713/0001-70";10790;"SISAL BAHIA HOTEIS TURISMO SA"
"33.146.762/0001-50";10804;"SISAL IMOB SANTO AFONSO SA"
"17.165.036/0001-28";10812;"SIT SOC DE INSTALACOES TECS SA"
"89.096.457/0001-55";20745;"SLC AGRICOLA SA"
"31.910.308/0001-06";24678;"SLOT URBANISMO S.A."
